PROJECT,YEAR,MONTH,DAY,ECOREGION,CLUSTER,PLOT_ID,PLOT_ID_ALT,PLOT_ID_AMERIFLUX,LATITUDE,LONGITUDE,ELEVATION,MAT,MAP,SOIL_DEPTH,SOIL_LAYER,UPPER_DEPTH_OF_SOIL_LAYER,LOWER_DEPTH_OF_SOIL_LAYER,BULK_DENSITY_OF_SOIL_LAYER,CARBON_CONTENT_OF_SOIL_LAYEL,NITROGEN_CONTENT_OF_SOIL_LAYER,PH_OF_SOIL_LAYER,VOLUME_FRACTION_OF_SAND_IN_SOIL_LAYER,VOLUME_FRACTION_OF_SILT_IN_SOIL_LAYER,VOLUME_FRACTION_OF_CLAY_IN_SOIL_LAYER
,,,,,,,,,decimal degree,decimal degree,m,degree C,mm,cm,,cm,cm,kg/m2,gC/m2,gN/m2,,percent,percent,percent
METOFIRE,2007,7,23,Eastern Cascades Slopes and Foothills,Metolius River,915,none,none,44.4767,-121.7081,961,7.3,668,44,top,0,20,154,2880,111,6.4,70,26,4
METOFIRE,2007,7,23,Eastern Cascades Slopes and Foothills,Metolius River,915,none,none,44.4767,-121.7081,961,7.3,668,44,middle,20,44,288,-9999,-9999,-9999,-9999,-9999,-9999
METOFIRE,2007,7,27,Eastern Cascades Slopes and Foothills,Metolius River,916,none,none,44.5272,-121.7223,1085,7.52,752,58,top,0,20,128,3799,150,6.56,67,29,4
METOFIRE,2007,7,27,Eastern Cascades Slopes and Foothills,Metolius River,916,none,none,44.5272,-121.7223,1085,7.52,752,58,middle,20,58,570,-9999,-9999,-9999,-9999,-9999,-9999
METOFIRE,2007,7,24,Eastern Cascades Slopes and Foothills,Metolius River,917,none,none,44.5432,-121.7177,1162,7.8,937,50,top,0,20,128,4471,191,6.56,65,30,5
METOFIRE,2007,7,24,Eastern Cascades Slopes and Foothills,Metolius River,917,none,none,44.5432,-121.7177,1162,7.8,937,50,middle,20,50,384,-9999,-9999,-9999,-9999,-9999,-9999
METOFIRE,2007,7,16,Cascades,Metolius River,918,none,none,44.5575,-121.7157,1229,7.8,937,50,top,0,20,130,3001,93,6.67,72,24,4
METOFIRE,2007,7,16,Cascades,Metolius River,918,none,none,44.5575,-121.7157,1229,7.8,937,50,middle,20,50,294,-9999,-9999,-9999,-9999,-9999,-9999
METOFIRE,2007,8,12,Eastern Cascades Slopes and Foothills,Metolius River,919,none,none,44.5512,-121.742,1446,7.71,994,69,top,0,20,146,3618,124,6.45,74,22,4
METOFIRE,2007,8,12,Eastern Cascades Slopes and Foothills,Metolius River,919,none,none,44.5512,-121.742,1446,7.71,994,69,middle,20,69,524,-9999,-9999,-9999,-9999,-9999,-9999
METOFIRE,2007,8,20,Cascades,Metolius River,920,none,none,44.501,-121.7698,1218,6.72,1505,30,top,0,20,132,3933,163,6.3,73,26,1
METOFIRE,2007,8,20,Cascades,Metolius River,920,none,none,44.501,-121.7698,1218,6.72,1505,30,middle,20,30,66,-9999,-9999,-9999,-9999,-9999,-9999
METOFIRE,2007,8,16,Cascades,Metolius River,921,none,none,44.48,-121.7503,1083,7.05,1128,46,top,0,20,140,3426,123,6.4,70,28,3
METOFIRE,2007,8,16,Cascades,Metolius River,921,none,none,44.48,-121.7503,1083,7.05,1128,46,middle,20,46,408,-9999,-9999,-9999,-9999,-9999,-9999
METOFIRE,2007,7,22,Cascades,Metolius River,922,none,none,44.4671,-121.7527,1180,7.05,1128,50,top,0,20,164,3248,151,6.76,70,25,5
METOFIRE,2007,7,22,Cascades,Metolius River,922,none,none,44.4671,-121.7527,1180,7.05,1128,50,middle,20,50,408,-9999,-9999,-9999,-9999,-9999,-9999
METOFIRE,2007,7,12,Cascades,Metolius River,923,none,none,44.4296,-121.7366,1151,7.01,777,31,top,0,20,84,1892,53,6.21,86,11,3
METOFIRE,2007,7,12,Cascades,Metolius River,923,none,none,44.4296,-121.7366,1151,7.01,777,31,middle,20,31,84,-9999,-9999,-9999,-9999,-9999,-9999
METOFIRE,2007,8,19,Cascades,Metolius River,924,none,none,44.4435,-121.7629,1278,6.36,1731,44,top,0,20,172,2411,54,6.5,80,19,1
METOFIRE,2007,8,19,Cascades,Metolius River,924,none,none,44.4435,-121.7629,1278,6.36,1731,44,middle,20,44,235,-9999,-9999,-9999,-9999,-9999,-9999
METOFIRE,2007,8,1,Eastern Cascades Slopes and Foothills,Metolius River,925,none,none,44.6233,-121.5224,1077,8.16,610,42,top,0,15,125,2517,66,6.6,61,30,9
METOFIRE,2007,8,1,Eastern Cascades Slopes and Foothills,Metolius River,925,none,none,44.6233,-121.5224,1077,8.16,610,42,middle,15,42,286,-9999,-9999,-9999,-9999,-9999,-9999
METOFIRE,2007,8,15,Eastern Cascades Slopes and Foothills,Metolius River,926,none,none,44.5647,-121.5343,1087,8.73,474,34,top,0,15,123,1605,61,6.36,64,24,11
METOFIRE,2007,8,15,Eastern Cascades Slopes and Foothills,Metolius River,926,none,none,44.5647,-121.5343,1087,8.73,474,34,middle,15,34,200,-9999,-9999,-9999,-9999,-9999,-9999
METOFIRE,2007,7,15,Eastern Cascades Slopes and Foothills,Metolius River,927,none,none,44.5707,-121.5514,1180,7.59,864,24,top,0,15,122,1509,71,6.72,67,24,9
METOFIRE,2007,7,15,Eastern Cascades Slopes and Foothills,Metolius River,927,none,none,44.5707,-121.5514,1180,7.59,864,24,middle,15,24,45,-9999,-9999,-9999,-9999,-9999,-9999
METOFIRE,2007,7,30,Eastern Cascades Slopes and Foothills,Metolius River,928,none,none,44.5962,-121.538,1135,8.56,565,27,top,0,20,176,2503,107,6.5,65,28,8
METOFIRE,2007,7,30,Eastern Cascades Slopes and Foothills,Metolius River,928,none,none,44.5962,-121.538,1135,8.56,565,27,middle,20,27,103,-9999,-9999,-9999,-9999,-9999,-9999
METOFIRE,2007,8,14,Eastern Cascades Slopes and Foothills,Metolius River,929,none,none,44.5649,-121.4938,1077,8.75,463,34,top,0,15,141,1782,63,6.43,59,27,14
METOFIRE,2007,8,14,Eastern Cascades Slopes and Foothills,Metolius River,929,none,none,44.5649,-121.4938,1077,8.75,463,34,middle,15,34,182,-9999,-9999,-9999,-9999,-9999,-9999
METOFIRE,2007,8,1,Eastern Cascades Slopes and Foothills,Metolius River,930,none,none,44.6222,-121.5157,1052,8.16,610,38,top,0,10,90,1734,39,6.8,65,26,9
METOFIRE,2007,8,1,Eastern Cascades Slopes and Foothills,Metolius River,930,none,none,44.6222,-121.5157,1052,8.16,610,38,middle,10,38,182,-9999,-9999,-9999,-9999,-9999,-9999
METOFIRE,2007,7,31,Eastern Cascades Slopes and Foothills,Metolius River,931,none,none,44.6089,-121.5146,1060,8.62,545,26,top,0,15,132,2320,67,6.6,63,29,9
METOFIRE,2007,7,31,Eastern Cascades Slopes and Foothills,Metolius River,931,none,none,44.6089,-121.5146,1060,8.62,545,26,middle,15,26,102,-9999,-9999,-9999,-9999,-9999,-9999
METOFIRE,2007,8,11,Eastern Cascades Slopes and Foothills,Metolius River,932,none,none,44.5461,-121.6657,931,8.09,597,59,top,0,20,160,2475,121,6.6,62,27,11
METOFIRE,2007,8,11,Eastern Cascades Slopes and Foothills,Metolius River,932,none,none,44.5461,-121.6657,931,8.09,597,59,middle,20,59,519,-9999,-9999,-9999,-9999,-9999,-9999
METOFIRE,2007,7,31,Eastern Cascades Slopes and Foothills,Metolius River,933,609,none,44.6004,-121.5326,1091,8.56,565,26,top,0,10,81,2024,77,6.5,66,28,6
METOFIRE,2007,7,31,Eastern Cascades Slopes and Foothills,Metolius River,933,609,none,44.6004,-121.5326,1091,8.56,565,26,middle,10,26,194,-9999,-9999,-9999,-9999,-9999,-9999
METOFIRE,2007,7,31,Eastern Cascades Slopes and Foothills,Metolius River,934,608,none,44.5943,-121.5304,1072,8.56,565,28,top,0,15,147,2523,101,6.4,63,28,10
METOFIRE,2007,7,31,Eastern Cascades Slopes and Foothills,Metolius River,934,608,none,44.5943,-121.5304,1072,8.56,565,28,middle,15,28,187,-9999,-9999,-9999,-9999,-9999,-9999
METOFIRE,2007,8,13,Eastern Cascades Slopes and Foothills,Metolius River,935,611,none,44.575,-121.539,1041,8.03,729,62,top,0,20,182,2894,107,6.5,68,25,8
METOFIRE,2007,8,13,Eastern Cascades Slopes and Foothills,Metolius River,935,611,none,44.575,-121.539,1041,8.03,729,62,middle,20,62,609,-9999,-9999,-9999,-9999,-9999,-9999
METOFIRE,2007,8,13,Eastern Cascades Slopes and Foothills,Metolius River,936,607,none,44.5743,-121.5358,1028,8.57,564,47,top,0,20,166,2855,116,6.61,64,23,13
METOFIRE,2007,8,13,Eastern Cascades Slopes and Foothills,Metolius River,936,607,none,44.5743,-121.5358,1028,8.57,564,47,middle,20,47,311,-9999,-9999,-9999,-9999,-9999,-9999
METOFIRE,2007,7,14,Eastern Cascades Slopes and Foothills,Metolius River,937,610,none,44.5685,-121.5271,1095,8.57,564,21,top,0,10,95,1629,51,6.71,69,19,11
METOFIRE,2007,7,14,Eastern Cascades Slopes and Foothills,Metolius River,937,610,none,44.5685,-121.5271,1095,8.57,564,21,middle,10,21,119,-9999,-9999,-9999,-9999,-9999,-9999
METOFIRE,2007,7,15,Eastern Cascades Slopes and Foothills,Metolius River,938,605,none,44.573,-121.518,978,8.57,564,43,top,0,20,186,2736,96,6.56,64,27,9
METOFIRE,2007,7,15,Eastern Cascades Slopes and Foothills,Metolius River,938,605,none,44.573,-121.518,978,8.57,564,43,middle,20,43,235,-9999,-9999,-9999,-9999,-9999,-9999
METOFIRE,2007,8,14,Eastern Cascades Slopes and Foothills,Metolius River,939,604,none,44.5592,-121.5051,1096,8.75,463,29,top,0,20,180,2435,168,6.5,61,26,13
METOFIRE,2007,8,14,Eastern Cascades Slopes and Foothills,Metolius River,939,604,none,44.5592,-121.5051,1096,8.75,463,29,middle,20,29,104,-9999,-9999,-9999,-9999,-9999,-9999
METOFIRE,2007,8,13,Eastern Cascades Slopes and Foothills,Metolius River,940,603,none,44.5799,-121.5024,909,9.09,477,47,top,0,20,224,1870,101,6.83,57,27,16
METOFIRE,2007,8,13,Eastern Cascades Slopes and Foothills,Metolius River,940,603,none,44.5799,-121.5024,909,9.09,477,47,middle,20,47,335,-9999,-9999,-9999,-9999,-9999,-9999
METOFIRE,2007,8,15,Eastern Cascades Slopes and Foothills,Metolius River,941,601,none,44.5602,-121.5031,1100,8.75,463,32,top,0,20,170,2640,91,6.5,70,21,9
METOFIRE,2007,8,15,Eastern Cascades Slopes and Foothills,Metolius River,941,601,none,44.5602,-121.5031,1100,8.75,463,32,middle,20,32,182,-9999,-9999,-9999,-9999,-9999,-9999
METOFIRE,2007,7,25,Cascades,Metolius River,942,none,none,44.4175,-121.7891,1246,6.36,1731,50,top,0,20,118,2982,87,6.3,83,14,4
METOFIRE,2007,7,25,Cascades,Metolius River,942,none,none,44.4175,-121.7891,1246,6.36,1731,50,middle,20,50,258,-9999,-9999,-9999,-9999,-9999,-9999
METOFIRE,2007,8,18,Eastern Cascades Slopes and Foothills,Metolius River,943,none,none,44.5015,-121.6767,920,7.44,656,50,top,0,20,164,2514,127,6.31,69,29,3
METOFIRE,2007,8,18,Eastern Cascades Slopes and Foothills,Metolius River,943,none,none,44.5015,-121.6767,920,7.44,656,50,middle,20,50,477,-9999,-9999,-9999,-9999,-9999,-9999
METOFIRE,2007,8,12,Eastern Cascades Slopes and Foothills,Metolius River,944,none,none,44.5064,-121.698,938,7.4,673,50,top,0,20,142,3637,146,6.4,73,24,4
METOFIRE,2007,8,12,Eastern Cascades Slopes and Foothills,Metolius River,944,none,none,44.5064,-121.698,938,7.4,673,50,middle,20,50,387,-9999,-9999,-9999,-9999,-9999,-9999
METOFIRE,2007,8,10,Cascades,Metolius River,945,none,none,44.4948,-121.7358,1060,7.1,1281,42,top,0,20,152,3241,138,6.85,66,29,5
METOFIRE,2007,8,10,Cascades,Metolius River,945,none,none,44.4948,-121.7358,1060,7.1,1281,42,middle,20,42,180,-9999,-9999,-9999,-9999,-9999,-9999
METOFIRE,2007,8,19,Eastern Cascades Slopes and Foothills,Metolius River,946,none,none,44.4559,-121.7115,973,7.02,864,50,top,0,20,132,2365,104,6.66,74,22,4
METOFIRE,2007,8,19,Eastern Cascades Slopes and Foothills,Metolius River,946,none,none,44.4559,-121.7115,973,7.02,864,50,middle,20,50,390,-9999,-9999,-9999,-9999,-9999,-9999
METOFIRE,2007,8,16,Eastern Cascades Slopes and Foothills,Metolius River,947,none,none,44.4023,-121.723,1100,7.01,777,31,top,0,20,128,2378,89,6.33,85,13,3
METOFIRE,2007,8,16,Eastern Cascades Slopes and Foothills,Metolius River,947,none,none,44.4023,-121.723,1100,7.01,777,31,middle,20,31,116,-9999,-9999,-9999,-9999,-9999,-9999
METOFIRE,2007,8,18,Cascades,Metolius River,948,none,none,44.4786,-121.7574,1129,6.98,1189,50,top,0,20,150,4334,189,6.35,72,23,5
METOFIRE,2007,8,18,Cascades,Metolius River,948,none,none,44.4786,-121.7574,1129,6.98,1189,50,middle,20,50,339,-9999,-9999,-9999,-9999,-9999,-9999
